ID,UUID,Language,Hardware_Model,SDK_Version,Manufacture,Screen_Size,Time_Zone,Date_Time,Country_Code,Num_of_CPU_Cores,Location,Location_lat,Location_long,Button,Touch_Pressure,Touch_Size,X_Coordinate,Y_Coordinate,X_Precision,Y_Precision,Action_Type,Action_Timestamp,HR_Timestamp
32,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37075008,US,4,HIDDEN,0.0,0.0,n,0.5875000357627869,0.2666666805744171,711.0,1239.0,1.0,1.0,Down,37087630,2017-05-15 20:36:12
33,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37075008,US,4,HIDDEN,0.0,0.0,n,0.5625,0.2666666805744171,711.0,1237.0,1.0,1.0,Down,37087630,2017-05-15 20:36:12
34,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37075008,US,4,HIDDEN,0.0,0.0,n,0.5625,0.2666666805744171,711.0,1237.0,1.0,1.0,Up,37087713,2017-05-15 20:36:12
35,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37075008,US,4,HIDDEN,0.0,0.0,l,0.5625,0.2666666805744171,949.0,1081.0,1.0,1.0,Down,37088620,2017-05-15 20:36:12
36,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37075008,US,4,HIDDEN,0.0,0.0,l,0.550000011920929,0.2666666805744171,949.0,1080.0,1.0,1.0,Down,37088620,2017-05-15 20:36:12
37,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37075008,US,4,HIDDEN,0.0,0.0,l,0.4375,0.20000001788139343,949.0,1079.0,1.0,1.0,Down,37088620,2017-05-15 20:36:12
38,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37075008,US,4,HIDDEN,0.0,0.0,l,0.4375,0.20000001788139343,949.0,1079.0,1.0,1.0,Up,37088661,2017-05-15 20:36:12
39,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37075008,US,4,HIDDEN,0.0,0.0,DONE,0.550000011920929,0.2666666805744171,908.0,1360.0,1.0,1.0,Down,37089343,2017-05-15 20:36:12
40,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37075008,US,4,HIDDEN,0.0,0.0,DONE,0.550000011920929,0.2666666805744171,908.0,1360.0,1.0,1.0,Up,37089376,2017-05-15 20:36:12
41,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,NUMBERS,0.5875000357627869,0.2666666805744171,165.0,1387.0,1.0,1.0,Down,37090881,2017-05-15 20:36:26
42,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,LETTERS,0.5875000357627869,0.2666666805744171,165.0,1387.0,1.0,1.0,Up,37090947,2017-05-15 20:36:26
43,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,.,0.6000000238418579,0.3333333432674408,225.0,1242.0,1.0,1.0,Down,37091446,2017-05-15 20:36:26
44,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,.,0.6000000238418579,0.3333333432674408,225.0,1242.0,1.0,1.0,Up,37091512,2017-05-15 20:36:26
45,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,LETTERS,0.6000000238418579,0.3333333432674408,173.0,1367.0,1.0,1.0,Down,37091987,2017-05-15 20:36:26
46,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,NUMBERS,0.6000000238418579,0.3333333432674408,173.0,1367.0,1.0,1.0,Up,37092052,2017-05-15 20:36:26
47,test1,English,LGE Nexus 5,23,LGE,4.691006175697244,America/Los_Angeles,37089376,US,4,HIDDEN,0.0,0.0,t,0.574999988079071,0.2666666805744171,492.0,954.0,1.0,1.0,Down,37092727,2017-05-15 20:36:26
